,isbn_10,title,full_title,publishers,identifiers,subtitle,description,covers,physical_format,last_modified,latest_revision,key,authors,ocaid,publish_places,contributions,languages,pagination,classifications,source_records,notes,number_of_pages,isbn_13,created,edition_name,publish_date,copyright_date,oclc_numbers,works,type,revision,ia_box_id,publish_country,by_statement,series,first_sentence,dewey_decimal_class,lc_classifications,local_id,other_titles,subject_people,subject_places,subject_times,subjects,genres,lccn,table_of_contents,contributors,weight,physical_dimensions,subject_place,uri_descriptions,url,uris,ia_loaded_id,translated_from,work_titles,translation_of,subject_time,oclc_number,work_title,coverimage,location,links,openlibrary,language
24,['0449907481'],A Thousand Acres,,['Ballantine Books'],"{'goodreads': ['901879'], 'librarything': ['2310']}",,,[290990],,"{'type': '/type/datetime', 'value': '2010-12-06T05:09:44.327913'}",7,/books/OL7568986M,[{'key': '/authors/OL32519A'}],,,,[{'key': '/languages/eng'}],,{},,"{'type': '/type/text', 'value': ""Ballantine Reader's Circle""}",400.0,['9780449907481'],"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}",,"August 18, 1992",,,[{'key': '/works/OL14957412W'}],{'key': '/type/edition'},7,,,,,"{'type': '/type/text', 'value': 'AT SIXTY MILES PER HOUR, you could pass our farm in a minute, on County Road 686, which ran due north into the T intersection at Cabot Street Road.'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,['0440211727'],A Time to Kill,,['Island Books'],{'goodreads': ['57318960']},,"{'type': '/type/text', 'value': ""In this searing courtroom drama, best-selling author John Grisham probes the savage depths of racial violence... as he delivers a compelling tale of uncertain justice in a small southern town...\r\n\r\nClanton, Mississippi. The life of a ten-year-old girl is shattered by two drunken and remorseless young man. The mostly white town reacts with shock and horror at the inhuman crime. Until her black father acquires an assault rifle -- and takes justice into his own outraged hands.\r\n\r\nFor ten days, as burning crosses and the crack of sniper fire spread through the streets of Clanton, the nation sits spellbound as young defense attorney Jake Brigance struggles to save his client's life... and then his own...\r\n--back cover""}",[10675441],Mass Market Paperback,"{'type': '/type/datetime', 'value': '2021-03-05T17:32:18.472516'}",3,/books/OL32008220M,,timetokil00gris,['New York'],,[{'key': '/languages/eng'}],"xii, 515p.",{},,"{'type': '/type/text', 'value': 'US/CAN'}",,['9780440211723'],"{'type': '/type/datetime', 'value': '2021-03-05T17:24:29.335521'}",Reprint (54); Movie tie-in,1995,1995,,[{'key': '/works/OL77001W'}],{'key': '/type/edition'},3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,['0375703063'],A Virtuous Woman,,['Vintage'],"{'goodreads': ['5158'], 'librarything': ['17735']}",,,[228446],,"{'type': '/type/datetime', 'value': '2021-04-18T13:23:39.278080'}",10,/books/OL7426230M,[{'key': '/authors/OL216245A'}],virtuouswomanopr00kaye,,,[{'key': '/languages/eng'}],,{},"['marc:marc_marygrove/marygrovecollegelibrary.full.D20191108.T213022.internetarchive2nd_REPACK.mrc:128695316:1751', 'ia:virtuouswomannov0000gibb']","{'type': '/type/text', 'value': ""Oprah's Book Club""}",176.0,['9780375703065'],"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}",,"November 5, 1997",,,[{'key': '/works/OL1802326W'}],{'key': '/type/edition'},10,,,,"[""Oprah's Book Club (11)""]","{'type': '/type/text', 'value': ""She hasn't been dead four months and I've already eaten to the bottom of the deep freeze.""}",,['PS3557.I3917 V57 1997'],['urn:mgc:31927000601432'],,,,,,,,,,,,,,,,,,,,,,,,,,,
27,['0446525537'],A  walk to remember,,['Warner Books'],"{'librarything': ['8405130'], 'goodreads': ['906736']}",,,[286071],,"{'type': '/type/datetime', 'value': '2020-11-30T10:19:29.741725'}",10,/books/OL31523M,[{'key': '/authors/OL19597A'}],walktoremember0000spar_a1f5,"['New York, NY']",,[{'key': '/languages/eng'}],"xi, 240 p. ;",{},"['marc:marc_records_scriblio_net/part28.dat:1086004:707', 'bwb:9780446525534', 'marc:marc_loc_2016/BooksAll.2016.part41.utf8:5730920:1604', 'ia:walktoremember0000spar_a1f5', 'marc:marc_loc_2016/BooksAll.2016.part27.utf8:222247370:924']",,240.0,['9780446525534'],"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}",,1999,,,[{'key': '/works/OL54813W'}],{'key': '/type/edition'},10,,nyu,Nicholas Sparks.,,,['813/.54'],"['PS3569.P363 W35 1999', 'PS3569.P363 W35 2012']",,,,,,"['Children of clergy -- Fiction', 'Teenage boys -- Fiction', 'Beaufort (N.C.) -- Fiction']",['Fiction.'],"['99012079', '2013387317']",,,,,['Beaufort (N.C.)'],,,,,,,,,,,,,,,
28,['0345424719'],A Widow for One Year,,['Ballantine Books'],"{'goodreads': ['386330'], 'librarything': ['2311']}",,,[209317],Paperback,"{'type': '/type/datetime', 'value': '2010-08-12T08:03:09.014555'}",6,/books/OL9534125M,[{'key': '/authors/OL2675188A'}],,,,[{'key': '/languages/eng'}],,,,,576.0,['9780345424716'],"{'type': '/type/datetime', 'value': '2008-04-30T09:38:13.731961'}",,"March 23, 1999",,,[{'key': '/works/OL8035567W'}],{'key': '/type/edition'},6,,,,,"{'type': '/type/text', 'value': ""One night when she was four and sleeping in the bottom bunk of her bunk bed, Ruth Cole woke to the sound of lovemaking-it was coming from her parents' bedroom.""}",,,,,,,,"['Modern fiction', 'Literary', 'Fiction', 'Fiction - General', 'Fiction / Literary', 'Reading Group Guide', 'General']",,,,,15.8 ounces,8.4 x 5.8 x 1.2 inches,,,,,,,,,,,,,,,,
29,['0440498058'],A Wrinkle in Time,,['Yearling'],"{'goodreads': ['18131'], 'librarything': ['4044']}",Time Quintet #1,,[9159033],,"{'type': '/type/datetime', 'value': '2020-09-21T06:58:54.892316'}",12,/books/OL7522145M,[{'key': '/authors/OL28188A'}],wrinkleintime100leng,,['Jody A. Lee (Illustrator)'],[{'key': '/languages/eng'}],,{},"['amazon:0440498058:bk:1679534773:273182', 'ia:wrinkleintime100leng']",,240.0,['9780440498056'],"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}",,"March 15, 1973",,,[{'key': '/works/OL41495W'}],{'key': '/type/edition'},12,['IA170201'],,,['Time Quintet (1)'],"{'type': '/type/text', 'value': 'IT was a dark and stormy night.'}",,,,,,,,,,,,,,,,,,,['wrinkleintime100leng'],,,,,,,,,,,
30,['0374386137'],A Wrinkle in Time,,"['Farrar, Straus, and Giroux']","{'librarything': ['4044'], 'goodreads': ['317521']}",,"Meg Murry and her friends become involved with unearthly strangers and a search for Meg's father, who has disappeared while engaged in secret work for the government.","[8740870, 7899723]",,"{'type': '/type/datetime', 'value': '2019-07-12T07:51:39.870489'}",21,/books/OL1961285M,[{'key': '/authors/OL28188A'}],wrinkleintime00lengrich,['New York'],,[{'key': '/languages/eng'}],203 p. ;,{},"['marc:marc_records_scriblio_net/part21.dat:153855835:895', 'marc:marc_loc_updates/v35.i20.records.utf8:3255012:909', 'marc:CollingswoodLibraryMarcDump10-27-2008/Collingswood.out:29070944:2023', 'marc:marc_ithaca_college/ic_marc.mrc:189072447:741', 'ia:wrinkleintime00lengrich', 'ia:wrinkleintime000leng', 'ia:wrinkleintime200leng']",,203.0,,"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}",,1962,,,[{'key': '/works/OL41495W'}],{'key': '/type/edition'},21,['IA142209'],nyu,Madeleine L'Engle.,,,,['PZ7.L5385 Wr 1962'],,,,,,['Science fiction'],,['90192397'],,,,,,"['Contributor biographical information', 'Publisher description']","['http://www.loc.gov/catdir/bios/hol054/90192397.html', 'http://www.loc.gov/catdir/description/hol054/90192397.html']","['http://www.loc.gov/catdir/bios/hol054/90192397.html', 'http://www.loc.gov/catdir/description/hol054/90192397.html']",['wrinkleintime200leng'],,,,,,,,,,,
31,['0679731148'],A year in Provence,,['Vintage Books'],"{'goodreads': ['40189'], 'librarything': ['5670']}",,,[420063],,"{'type': '/type/datetime', 'value': '2020-11-11T11:36:09.072526'}",17,/books/OL1889061M,[{'key': '/authors/OL29023A'}],yearinprovence00mayl,['New York'],,[{'key': '/languages/eng'}],207 p. :,,"['marc:marc_records_scriblio_net/part21.dat:92466955:1075', 'marc:marc_loc_updates/v37.i14.records.utf8:1639594:1075', 'marc:marc_ithaca_college/ic_marc.mrc:161863693:812', 'ia:yearinprovence00mayl', 'ia:yearinprovence00mayl_0', 'marc:marc_openlibraries_phillipsacademy/PANO_FOR_IA_05072019.mrc:63542069:1124', 'marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run02.mrc:26157471:2669', 'amazon:0679731148', 'marc:marc_loc_2016/BooksAll.2016.part20.utf8:66925470:1075']","{'type': '/type/text', 'value': 'Originally published: New York : Knopf, c1990.'}",207.0,,"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}",1st Vintage ed.,1991,,,[{'key': '/works/OL80512W'}],{'key': '/type/edition'},17,['IA181801'],nyu,Peter Mayle ; illustrations by Judith Clancy.,,,['944/.920838'],['DC611.P961 M38 1991'],"['urn:phillips:31867003013237', 'urn:sfpl:31223047645990', 'urn:sfpl:31223066532574', 'urn:sfpl:31223066532590', 'urn:sfpl:31223077169192', 'urn:sfpl:31223119600592', 'urn:sfpl:31223039183539']",,,,,"['Mayle, Peter -- Homes and haunts -- France -- Provence', 'Provence (France) -- Social life and customs']",,['90050623'],,,,,['Provence (France)'],"['Contributor biographical information', 'Sample text', 'Publisher description']","['http://www.loc.gov/catdir/bios/random056/90050623.html', 'http://www.loc.gov/catdir/samples/random042/90050623.html', 'http://www.loc.gov/catdir/description/random044/90050623.html']","['http://www.loc.gov/catdir/bios/random056/90050623.html', 'http://www.loc.gov/catdir/samples/random042/90050623.html', 'http://www.loc.gov/catdir/description/random044/90050623.html']",,,,,,,,,,,,
32,['0684874350'],Angela's ashes,Angela's ashes a memoir,['Touchtone'],,a memoir,,[9278042],,"{'type': '/type/datetime', 'value': '2020-11-23T06:29:53.935409'}",8,/books/OL24938413M,[{'key': '/authors/OL6969014A'}],angelasashesmemo0929mcco,['New York'],,[{'key': '/languages/eng'}],363 p.,,"['ia:angelasashesmemo00macc', 'marc:marc_openlibraries_phillipsacademy/PANO_FOR_IA_05072019.mrc:17261519:2616', 'marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run02.mrc:137005924:4004', 'ia:angelasashesmemo0929mcco', 'ia:angelasashesmemo0000mcco', 'marc:marc_loc_2016/BooksAll.2016.part25.utf8:75631962:1097']",,363.0,['9780684874357'],"{'type': '/type/datetime', 'value': '2011-08-08T06:40:17.491600'}",,1999,,['644804305'],[{'key': '/works/OL16036609W'}],{'key': '/type/edition'},8,['IA124205'],nyu,Frank McCourt,,,,['E184.I6 M117 1996'],"['urn:phillips:31867001130835', 'urn:sfpl:31223101831387', 'urn:sfpl:31223053133592', 'urn:sfpl:31223101831411', 'urn:sfpl:31223069908649', 'urn:sfpl:31223063649264', 'urn:sfpl:31223101831403', 'urn:sfpl:31223101831395', 'urn:sfpl:31223123428063', 'urn:sfpl:31223094781003', 'urn:sfpl:31223098056485', 'urn:sfpl:31223101831379']",,['MacCourt Familia'],,,"['Norteamericanos de origen irlandés', 'Biografías']",,['96005335'],,,,,,,,,['angelasashesmemo00macc'],,,,,,,,,,,
33,['0590348086'],Abduction,,['Scholastic Paperbacks'],"{'librarything': ['111656'], 'goodreads': ['1545400']}",,,[383485],Mass Market Paperback,"{'type': '/type/datetime', 'value': '2011-12-07T08:05:14.537369'}",7,/books/OL7886387M,"[{'key': '/authors/OL2802976A'}, {'key': '/authors/OL2712061A'}]",,,,[{'key': '/languages/eng'}],,,['marc:marc_loc_updates/v39.i49.records.utf8:3292823:827'],,320.0,['9780590348089'],"{'type': '/type/datetime', 'value': '2008-04-29T15:03:11.581851'}",,"July 1, 1998",,['39341183'],[{'key': '/works/OL16315208W'}],{'key': '/type/edition'},7,,,,,,,,,,,,,"['Science Fiction, Fantasy, & Magic', 'Juvenile Fiction', 'Science Fiction / Fantasy (Young Adult)', ""Children's 12-Up - Fiction - Science Fiction"", 'Children: Young Adult (Gr. 10-12)', 'Science fiction', 'Horror & Ghost Stories', 'Juvenile Fiction / Science Fiction, Fantasy, Magic', 'Extraterrestrial beings', 'Fiction']",,,,,5.6 ounces,6.7 x 3.9 x 0.8 inches,,,,,,,,,,,,,,,,
34,['0140293450'],About a boy,,['Penguin'],"{'goodreads': ['764388'], 'librarything': ['2314']}",,,,,"{'type': '/type/datetime', 'value': '2010-08-18T04:03:51.511172'}",5,/books/OL16239266M,[{'key': '/authors/OL229685A'}],,['London'],,[{'key': '/languages/eng'}],278 p. ;,,,"{'type': '/type/text', 'value': 'Originally published: London : Gollancz, 1998.'}",278.0,,"{'type': '/type/datetime', 'value': '2008-09-22T21:12:49.846875'}",,2000,,,[{'key': '/works/OL1916939W'}],{'key': '/type/edition'},5,,enk,Nick Hornby.,,,['823.914'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,['0446603589'],Absolute power,,['Warner Books'],,,,[6637602],,"{'type': '/type/datetime', 'value': '2021-01-05T05:28:30.179131'}",9,/books/OL24199362M,[{'key': '/authors/OL28165A'}],absolutepower00bald,"['New York, NY']",,,505 p. ;,,"['ia:absolutepower00bald', 'ia:absolutepower00bald_239', 'bwb:9780446603584', 'ia:isbn_9780446199872']",,505.0,['9780446603584'],"{'type': '/type/datetime', 'value': '2010-05-04T22:44:07.633115'}",,1996,,['35813980'],[{'key': '/works/OL41258W'}],{'key': '/type/edition'},9,['IA115117'],nyu,David Baldacci.,,,['813/.54'],"['PS3552.A446 E93 1996', 'PS3552.A446 A63 2010', 'PS3552.A446 E93 2010']",,,,,,"['Presidents -- United States -- Fiction.', 'Murder -- United States -- Fiction.', 'Assassinat -- États-Unis -- Roman.', 'Political fiction.', 'Présidents -- États-Unis -- Roman.']",['Fiction.'],,,,,,,,,,,,,,,,,,,,,
36,['0425151867'],Acceptable risk,,['Berkley Books'],"{'librarything': ['2315'], 'goodreads': ['872237']}",,,[6380940],,"{'type': '/type/datetime', 'value': '2020-04-26T21:04:28.865511'}",8,/books/OL16087828M,[{'key': '/authors/OL1744682A'}],acceptablerisk00cook,['New York'],,[{'key': '/languages/eng'}],388 p. ;,,"['marc:marc_oregon_summit_records/catalog_files/osu_bibs.mrc:1433533754:927', 'ia:acceptablerisk00cook']","{'type': '/type/text', 'value': ""Originally published: G.P. Putnam's, 1994.\n\nIncludes bibliographical references (p. [387]-388).""}",388.0,,"{'type': '/type/datetime', 'value': '2008-09-22T04:04:51.362256'}",Berkley ed.,1996,,,[{'key': '/works/OL137261W'}],{'key': '/type/edition'},8,['IA102508'],nyu,Robin Cook.,,,,,,,,,,"['Designer drugs -- Fiction', 'Medicine -- Research -- Fiction']",['Fiction.'],,,,,,,,,,,,,,,,,,,,,
37,['0440217547'],Accident,,['Dell'],"{'goodreads': ['1382260'], 'librarything': ['70723']}",,,"[6611460, 6601693, 280554]",,"{'type': '/type/datetime', 'value': '2011-08-11T21:12:48.503240'}",12,/books/OL7519440M,[{'key': '/authors/OL24452A'}],accidentsteel00stee,,,[{'key': '/languages/eng'}],,,"['amazon:0440217547:bk:839902133:239542', 'ia:accidentsteel00stee', 'ia:accidentsteestee00stee', 'ia:accidentdsteel00stee']",,448.0,['9780440217541'],"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}",,"February 2, 1995",,,[{'key': '/works/OL19774W'}],{'key': '/type/edition'},12,['IA119809'],,,,"{'type': '/type/text', 'value': 'It was one of those perfect, deliciously warm Saturday afternoons in April, when the air on your cheek feels like silk, and you want to stay outdoors forever.'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,['0679446486'],Airframe,,['Alfred A. Knopf'],"{'alibris_id': ['9780679446484'], 'google': ['ZIZaAAAAMAAJ'], 'amazon': ['0679446486'], 'goodreads': ['653147'], 'librarything': ['2319']}",,"{'type': '/type/text', 'value': 'Three passengers are dead. Fifty-six are injured. The interior cabin virtually destroyed. But the pilot manages to land the plane. . . .\r\n\r\nAt a moment when the issue of safety and death in the skies is paramount in the public mind, a lethal midair disaster aboard a commercial twin-jet airliner bound from Hong Kong to Denver triggers a pressured and frantic investigation.\r\n\r\nAIRFRAME is nonstop reading: the extraordinary mixture of super suspense and authentic information on a subject of compelling interest that has been a Crichton landmark since The Andromeda Strain.\r\n(front flap)'}",[9255388],Hardcover,"{'type': '/type/datetime', 'value': '2020-11-23T14:06:37.346232'}",6,/books/OL27900713M,,airframe00cric_2,"['New York, USA']",,[{'key': '/languages/eng'}],,{},"['bwb:9780679446484', 'marc:marc_loc_2016/BooksAll.2016.part25.utf8:104012224:902']","{'type': '/type/text', 'value': 'US/CAN'}",,['9780679446484'],"{'type': '/type/datetime', 'value': '2020-01-22T16:16:38.805724'}",1st Trade Edition,1996,1996,['605066691'],[{'key': '/works/OL46908W'}],{'key': '/type/edition'},6,,,Michael Crichton.,,,['813/.54'],['PS3553.R48 A77 1996'],,,,,,,,['96039154'],,,,,,,,,,,,,,,,,,,,
39,['0449217264'],Alaska,,['Fawcett'],"{'goodreads': ['1095246'], 'librarything': ['855']}",,,[290524],,"{'type': '/type/datetime', 'value': '2014-07-31T08:13:25.920444'}",9,/books/OL7566386M,[{'key': '/authors/OL6898136A'}],alaskamichjames00mich,,,[{'key': '/languages/eng'}],,,['ia:alaskamichjames00mich'],,1088.0,['9780449217269'],"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}",,"May 29, 1989",,,[{'key': '/works/OL2385441W'}],{'key': '/type/edition'},9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,['0671793489'],All around the town,,['Pocket Books'],{'goodreads': ['784072']},,,,,"{'type': '/type/datetime', 'value': '2020-07-14T02:00:41.663900'}",3,/books/OL22622301M,,,"['New York', 'London']",,[{'key': '/languages/eng'}],,,,,,,"{'type': '/type/datetime', 'value': '2008-11-17T17:09:01.203550'}",,1993,,,[{'key': '/works/OL13061W'}],{'key': '/type/edition'},3,,xxu,Mary Higgins Clark.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,['0312965788'],All Creatures Great and Small,,"[""St. Martin's Paperbacks""]","{'goodreads': ['32085'], 'librarything': ['4054']}",,,[184520],Mass Market Paperback,"{'type': '/type/datetime', 'value': '2010-08-12T05:36:15.319495'}",6,/books/OL9381188M,[{'key': '/authors/OL30885A'}],,,,[{'key': '/languages/eng'}],,,['amazon:0312965788:2-ae:95057818:295838'],,448.0,['9780312965785'],"{'type': '/type/datetime', 'value': '2008-04-30T09:38:13.731961'}",,"April 15, 1998",,,[{'key': '/works/OL42308W'}],{'key': '/type/edition'},6,,,,,"{'type': '/type/text', 'value': ""They didn't say anything about this in the books, I thought, as the snow blew in through the gaping doorway and settled on my naked back.""}",,,,,,,,"['Animals', 'Medical - Physicians', 'Pets / General', 'Nature', 'Biography / Autobiography', 'Biography', 'England', 'Herriot, James', 'Veterinarians', 'Yorkshire', 'Nature/Ecology']",,,,,7.8 ounces,6.7 x 4.2 x 1.2 inches,,,,,,,,,,,,,,,,
42,['080410526X'],All I really need to know I learned in kindergarten,All I really need to know I learned in kindergarten uncommon thoughts on common things,['Ivy Books'],,uncommon thoughts on common things,,[6997865],,"{'type': '/type/datetime', 'value': '2020-03-15T05:59:36.323174'}",7,/books/OL24956757M,[{'key': '/authors/OL389917A'}],allireallyneedto1991fulg,['New York'],,[{'key': '/languages/eng'}],"ix, 196 p.",,"['ia:allireallyneedto1991fulg', 'ia:allireallyneedto00fulg_253', 'ia:allireallyneedto00fulg_284', 'ia:allireallyneedto0000fulg_v9n3']",,196.0,['9780804105262'],"{'type': '/type/datetime', 'value': '2011-08-11T09:27:10.216096'}",28th. ed.,1991,,['283797213'],[{'key': '/works/OL16057427W'}],{'key': '/type/edition'},7,['IA112912'],nyu,,,,,['BD431 .F85 1991'],,,,,,['Life'],,,,,,,,,,,['allireallyneedto1991fulg'],,,,,,,,,,,
43,['0380718332'],All That Remains (Kay Scarpetta Mysteries),,['Avon'],"{'librarything': ['49895'], 'goodreads': ['563696']}",,,[235034],,"{'type': '/type/datetime', 'value': '2021-02-22T08:54:07.342171'}",12,/books/OL7432931M,[{'key': '/authors/OL6898642A'}],allthatremains00corn,,,[{'key': '/languages/eng'}],,,"['amazon:0380718332:19:2777607040:257070', 'ia:allthatremains00corn']",,416.0,['9780380718337'],"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}",,"July 1, 1993",,,[{'key': '/works/OL275139W'}],{'key': '/type/edition'},12,['IA100312'],,,['Kay Scarpetta (3)'],"{'type': '/type/text', 'value': 'Saturday, the last day of August, I started work before dawn.'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,['0679744398'],All the Pretty Horses,,['Vintage Books'],"{'librarything': ['1906740'], 'goodreads': ['469571']}",,,[10654846],,"{'type': '/type/datetime', 'value': '2021-02-21T16:09:03.347062'}",17,/books/OL1743585M,[{'key': '/authors/OL28104A'}],allprettyhorses00mcca,"['New York, USA']",,[{'key': '/languages/eng'}],302 p.,{},"['marc:marc_records_scriblio_net/part22.dat:184240270:1203', 'marc:marc_loc_updates/v37.i09.records.utf8:1740576:1203', 'marc:marc_cca/b10621386.out:22698032:666', 'ia:allprettyhorses00mcca', 'ia:allprettyhorses00mcca_262', 'marc:marc_loc_2016/BooksAll.2016.part21.utf8:220623281:1203']",,302.0,['9780679744399'],"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}",1st Vintage International edition,1993,1992,['438784340'],[{'key': '/works/OL40882W'}],{'key': '/type/edition'},17,['ia111603'],nyu,[by] Cormac McCarthy.,['The Border Trilogy'],,['813/.54'],['PS3563.C337 A79 1993'],,,,,,"['Ranch life -- Fiction', 'Mexican-American Border Region -- Fiction', 'Texas -- Fiction']",['Fiction.'],['92050836'],,,,,"['Mexican-American Border Region', 'Texas']","['Contributor biographical information', 'Sample text', 'Publisher description']","['http://www.loc.gov/catdir/bios/random051/92050836.html', 'http://www.loc.gov/catdir/samples/random051/92050836.html', 'http://www.loc.gov/catdir/description/random0414/92050836.html']","['http://www.loc.gov/catdir/bios/random051/92050836.html', 'http://www.loc.gov/catdir/samples/random051/92050836.html', 'http://www.loc.gov/catdir/description/random0414/92050836.html']",,,,,,,,,,,,
